enhancerID	ctrl_1	ctrl_2	ctrl_3	krab_1	krab_2	krab_3	genes	gene1	gene2	X786O_baseMean	X786O_log2FoldChange	X786O_lfcSE	X786O_stat	X786O_pvalue	X786O_padj	X786O_enhancerID
chr11_66750799_66750818_enh-1011717_20	3.07522614272862	3.20102610709428	2.91212504513518	2.84961057069836	2.85034839471948	2.89352548202326	PC (-24962), SYT12 (-23440)	PC	SYT12	8.59759926689812	-4.12358628437309	2.02563803764932	-2.03569749764295	0.0417807405315712	0.384439763583203	chr11_66750799_66750818_enh-1011717_20
chr11_69233434_69233453_enh-1011828_3	6.5313921621797	6.21157933101216	6.41422218057151	4.78891445355409	5.9667702135395	5.25841779368377	CCND1 (-222411), TPCN2 (+417079)	CCND1	TPCN2	75.7188829819502	-2.11508869185559	1.02810437819951	-2.05727038684505	0.039660224224858	0.378435105069046	chr11_69233434_69233453_enh-1011828_3
chr11_69235207_69235226_enh-1011828_11	4.16559573362035	4.00979808842921	3.84151292976012	3.62515234299262	3.62633933973276	3.62616511054008	CCND1 (-220638), TPCN2 (+418852)	CCND1	TPCN2	16.4413281235792	-7.03538847126718	1.83991431494501	-3.82375875556871	0.00013143251950979	0.0210066925554599	chr11_69235207_69235226_enh-1011828_11
chr11_69235304_69235323_enh-1011828_5	6.81500413851695	6.5874531201222	6.69154899537468	5.98291772399222	5.69549844704464	5.14807002187087	CCND1 (-220541), TPCN2 (+418949)	CCND1	TPCN2	89.0052096174074	-2.19092520502881	0.7294579146056	-3.00349774971376	0.00266895522655918	0.114186307419051	chr11_69235304_69235323_enh-1011828_5
chr11_69235316_69235335_enh-1011828_7	6.82980789704695	6.5485777022786	6.17813184643192	5.87315007377641	6.02100827864484	5.75659332244675	CCND1 (-220529), TPCN2 (+418961)	CCND1	TPCN2	82.2317221344713	-1.44989333767946	0.644487275000334	-2.24968497272303	0.0244689501109158	0.307520576878167	chr11_69235316_69235335_enh-1011828_7
chr11_74384256_74384275_enh-1012061_8	4.99758879751067	5.53387148775359	5.77029845077433	4.64514521323912	4.37623049166757	4.37534444986157	CHRDL2 (+57954), POLD3 (+80691)	CHRDL2	POLD3	44.2557895558592	-4.33272591286609	1.24974747649268	-3.46688110547383	0.000526534732456724	0.0470409182352098	chr11_74384256_74384275_enh-1012061_8
chr11_74384504_74384523_enh-1012061_2	6.46731658822211	6.45567840891328	6.70669039262183	5.69603269552629	6.01452863624725	5.95187221221321	CHRDL2 (+57706), POLD3 (+80939)	CHRDL2	POLD3	81.395179251292	-1.44239667714044	0.617451273753122	-2.33604939928775	0.0194886670774018	0.274915075969435	chr11_74384504_74384523_enh-1012061_2
chr12_101469778_101469797_enh-1016013_3	7.39505497052846	8.18547953708711	8.30026853587343	7.10181055162871	7.51248703287705	6.89923197203846	SLC5A8 (+134397), ANO4 (+281203)	SLC5A8	ANO4	215.645888351556	-1.25365457123844	0.504762762070643	-2.4836510643053	0.0130043164076023	0.235324517266417	chr12_101469778_101469797_enh-1016013_3
chr12_101469941_101469960_enh-1016013_13	7.8664869688163	8.15830070139009	8.09441503722577	7.61288533224054	7.25576408532417	7.20443726422674	SLC5A8 (+134234), ANO4 (+281366)	SLC5A8	ANO4	221.550799429461	-1.02029130194829	0.420614314313042	-2.42571702205299	0.0152781779510245	0.250284804212442	chr12_101469941_101469960_enh-1016013_13
chr12_121382522_121382541_enh-1016557_4	5.0025799734278	5.34204201723969	4.79346270250718	4.22563365428655	4.35725430254468	4.38240771776371	SPPL3 (-40358), HNF1A (-33814)	SPPL3	HNF1A	32.8778744866014	-3.8546587342486	1.17199511302138	-3.28897167865433	0.00100554141300939	0.0686407171365761	chr12_121382522_121382541_enh-1016557_4
chr12_121382753_121382772_enh-1016557_1	7.82671341615917	8.21201105572625	7.94114735708366	6.73132891521925	7.79059477775194	6.09720515701692	SPPL3 (-40589), HNF1A (-33583)	SPPL3	HNF1A	215.046299574945	-1.36348737409011	0.626741051726443	-2.17551949139793	0.0295912091020655	0.330375266099632	chr12_121382753_121382772_enh-1016557_1
chr12_125256159_125256178_enh-1016734_12	5.37997206113372	5.4357122884323	6.11131835859586	4.97303086882234	5.02380352140222	5.15022708211198	NCOR2 (-276371), SCARB1 (+92224)	NCOR2	SCARB1	48.7007682651562	-2.02379489861548	0.858467021108956	-2.35745211971121	0.0184008280941761	0.267187804881409	chr12_125256159_125256178_enh-1016734_12
chr12_125259354_125259373_enh-1016734_2	6.53197866211795	6.39347076277281	6.5605770616921	5.29478515248756	5.92159204922533	5.76789218806109	NCOR2 (-279566), SCARB1 (+89029)	NCOR2	SCARB1	78.4399509534422	-1.8156301344997	0.701479398617119	-2.5882871800355	0.00964545287792245	0.20247025045835	chr12_125259354_125259373_enh-1016734_2
chr12_125262493_125262512_enh-1016734_7	4.0178152267302	3.662368606191	3.64939455211691	3.3895114323704	3.39097469918417	3.39076025826084	NCOR2 (-282705), SCARB1 (+85890)	NCOR2	SCARB1	14.3311111428775	-6.83745132039432	1.90932478814021	-3.58108340857732	0.000342172388236157	0.0360567809791759	chr12_125262493_125262512_enh-1016734_7
chr12_125262785_125262804_enh-1016734_6	5.83418264825234	6.16456556786462	6.35239943449331	5.66860184379711	4.75887545784475	5.1725259888448	NCOR2 (-282997), SCARB1 (+85598)	NCOR2	SCARB1	64.1896924300118	-2.20210211206061	1.03203892388651	-2.13373939789771	0.0328641191154592	0.347795471737765	chr12_125262785_125262804_enh-1016734_6
chr12_125412350_125412369_enh-1016744_11	5.98954395115921	5.83965987953318	5.65448642839268	4.88506976322712	4.59373810111365	4.98096004075099	UBC (-12466), DHX37 (+61307)	UBC	DHX37	52.3165119158891	-3.27489617771332	0.984318476362395	-3.32706969985557	0.000877644184484706	0.0651054921455734	chr12_125412350_125412369_enh-1016744_11
chr12_125414135_125414154_enh-1016744_1	6.39568664172012	6.09790225011241	6.28977007837981	5.52126338252686	5.3660020532544	5.96408045131869	UBC (-14251), DHX37 (+59522)	UBC	DHX37	68.7960571910526	-1.49167705051306	0.733121343881606	-2.03469325093603	0.0418817477180646	0.384439763583203	chr12_125414135_125414154_enh-1016744_1
chr12_25538814_25538833_enh-1014106_1	4.86722341939779	5.08200353532236	4.55510010629637	4.21167283430261	4.5492602122613	4.18943279028554	KRAS (-135087), IFLTD1 (+167393)	KRAS	IFLTD1	28.7204321112625	-2.70462852723559	1.36914404098869	-1.97541562192574	0.0482210014170656	0.405584200546444	chr12_25538814_25538833_enh-1014106_1
chr12_25538833_25538852_enh-1014106_9	4.93813730652353	5.649027655967	5.42313719617792	4.4946262163077	4.28691111672909	4.32507961155937	KRAS (-135106), IFLTD1 (+167374)	KRAS	IFLTD1	40.8692672390266	-4.515684864545	1.16074617028651	-3.8903293244813	0.000100108267941068	0.0176342604209951	chr12_25538833_25538852_enh-1014106_9
chr12_52600297_52600316_enh-1014725_4	5.8516535515714	6.12018348654789	6.26362400616296	4.94222503161432	4.70849683872349	4.95869201677234	KRT7 (-26591), KRT80 (-14523)	KRT7	KRT80	61.5738292016147	-3.60313181557328	0.809345853808933	-4.45190618895033	8.51113504364772e-06	0.00476971745241513	chr12_52600297_52600316_enh-1014725_4
chr12_52603153_52603172_enh-1014725_7	6.91994150570979	7.13714658274405	7.30487362616311	6.20023865062373	6.56568462952167	6.57353539269516	KRT7 (-23735), KRT80 (-17379)	KRT7	KRT80	119.61326005289	-1.21995621002702	0.528759516285924	-2.30720426290603	0.0210434355660654	0.28644365238252	chr12_52603153_52603172_enh-1014725_7
chr12_52784085_52784104_enh-1014740_5	4.66204545921591	5.16762928435807	4.3092877241666	4.03480128744177	4.36878514021702	4.03807631380533	KRT84 (-4659)	KRT84	NA	28.5677162729636	-3.1521515569454	1.51319046589027	-2.08311618927024	0.037240634052135	0.367117568443167	chr12_52784085_52784104_enh-1014740_5
chr12_52784152_52784171_enh-1014740_8	7.45964350793648	7.44893680419363	7.54689289619937	6.70268765243778	6.97383625827863	6.65610165509557	KRT84 (-4726)	KRT84	NA	150.387849920844	-1.16939631860263	0.459382378566316	-2.54558375149739	0.010909519012335	0.214519074805547	chr12_52784152_52784171_enh-1014740_8
chr12_70447019_70447038_enh-1015277_14	6.49603775055113	7.04935935283341	7.12031277157085	6.48407109705506	6.0895499431341	6.19663627191593	CNOT2 (-189748), MYRFL (+120713)	CNOT2	MYRFL	105.17400353214	-1.250939586085	0.58955934380019	-2.1218213217039	0.0338527454398609	0.35310532870393	chr12_70447019_70447038_enh-1015277_14
chr12_70447065_70447084_enh-1015277_15	7.69118444440889	7.88504793084398	7.1301103803903	7.12148511342963	6.59529051736238	7.13912265597461	CNOT2 (-189702), MYRFL (+120759)	CNOT2	MYRFL	167.891518728802	-1.01697108668496	0.5177350698029	-1.96426926820336	0.0494988736189264	0.409029231131195	chr12_70447065_70447084_enh-1015277_15
chr12_8111787_8111806_enh-1013718_7	8.0964304418726	7.55519228223932	8.02306108523108	7.10291055048207	6.97387870554697	7.57350538113728	FOXJ2 (-73502), SLC2A3 (-22926)	FOXJ2	SLC2A3	204.177641750424	-1.02798930928187	0.472339526562745	-2.17637790502657	0.0295270145427405	0.330375266099632	chr12_8111787_8111806_enh-1013718_7
chr12_8111856_8111875_enh-1013718_13	7.0324166738496	7.02316504624749	7.09601338197599	6.77003126427152	5.46774745118906	6.21063257827116	FOXJ2 (-73433), SLC2A3 (-22995)	FOXJ2	SLC2A3	115.056518500463	-1.39369860739823	0.700493672618221	-1.98959485556668	0.0466355833165325	0.399401801506048	chr12_8111856_8111875_enh-1013718_13
chr12_8112602_8112621_enh-1013718_2	8.76787714605715	8.69799715295525	8.60885727210896	7.63986527673304	7.87229241561855	7.80872660570797	FOXJ2 (-72687), SLC2A3 (-23741)	FOXJ2	SLC2A3	330.072010831925	-1.32352496120746	0.353110499730627	-3.74818919918021	0.000178115876236025	0.0252412717024593	chr12_8112602_8112621_enh-1013718_2
chr12_89554103_89554122_enh-1015616_1	6.94208077427955	6.58589409755489	7.09639393697809	5.78161492235665	6.18733106840068	5.60225089033724	KITLG (-579875), DUSP6 (+192935)	KITLG	DUSP6	100.174210937614	-2.00811494203221	0.625232541347229	-3.21178890929956	0.00131911261190539	0.0825550222953377	chr12_89554103_89554122_enh-1015616_1
chr12_89554229_89554248_enh-1015616_3	4.55738689773038	4.80610100372737	4.58426509661762	4.07711771276473	4.15911117621064	4.27218279467181	KITLG (-580001), DUSP6 (+192809)	KITLG	DUSP6	24.3637807077337	-3.06478879929683	1.28290055542891	-2.38895274175962	0.0168964756294765	0.260070721642716	chr12_89554229_89554248_enh-1015616_3
chr12_89560941_89560960_enh-1015616_5	7.88057211666037	8.08888461890172	7.63835706861623	6.45901671446344	7.24672617345532	7.56085730445736	KITLG (-586713), DUSP6 (+186097)	KITLG	DUSP6	200.330740084935	-1.08413371965685	0.531330953216785	-2.04041137278618	0.0413093701189972	0.383002453834351	chr12_89560941_89560960_enh-1015616_5
chr12_89562062_89562081_enh-1015616_5	7.49950912803864	7.20801695306196	7.76690399287458	6.9578092067183	6.98171386049812	6.0551031329018	KITLG (-587834), DUSP6 (+184976)	KITLG	DUSP6	154.657551466618	-1.2659385626332	0.57397931436498	-2.20554736198771	0.0274157081398295	0.321912633958055	chr12_89562062_89562081_enh-1015616_5
chr12_89562109_89562128_enh-1015616_6	7.40958673651783	7.38571873906499	7.66168964796589	6.88526944245515	6.61235100459997	6.76857520954912	KITLG (-587881), DUSP6 (+184929)	KITLG	DUSP6	150.407728262316	-1.22325936842543	0.463482735247744	-2.63927709793024	0.00830830399769101	0.191106492514053	chr12_89562109_89562128_enh-1015616_6
chr13_102172526_102172545_enh-1018255_5	6.99154255898667	7.87518461745988	7.72536040267072	5.49155326349297	6.64464113535089	7.25938178477764	ITGBL1 (+67570), FGF14 (+881588)	ITGBL1	FGF14	165.611528175019	-1.43608078549227	0.717745266297976	-2.00082237100547	0.0454115356830398	0.395390008965141	chr13_102172526_102172545_enh-1018255_5
chr13_102172561_102172580_enh-1018255_3	6.61178564968694	7.17898390319447	7.09177723202706	6.69038167243367	5.87757525382187	6.15019171072735	ITGBL1 (+67605), FGF14 (+881553)	ITGBL1	FGF14	110.280756911335	-1.28510175805253	0.630164223171843	-2.03931246934989	0.0414188519450512	0.383433523720445	chr13_102172561_102172580_enh-1018255_3
chr13_102173404_102173423_enh-1018255_6	7.22083427659446	7.62932667110696	6.96004843259846	6.85194353440251	6.65844081960858	6.2154377698603	ITGBL1 (+68448), FGF14 (+880710)	ITGBL1	FGF14	135.119701360439	-1.20013406987201	0.555601231737749	-2.16006373153342	0.0307677362128327	0.336887584163423	chr13_102173404_102173423_enh-1018255_6
chr13_102391911_102391930_enh-1018271_3	6.71079063777958	6.74035954506642	6.73663159797707	5.58932933592108	6.15404639572527	6.13876951538646	ITGBL1 (+286955), FGF14 (+662203)	ITGBL1	FGF14	91.2725456690937	-1.52350700508966	0.629252519059192	-2.4211377133102	0.0154720146677161	0.250491605414563	chr13_102391911_102391930_enh-1018271_3
chr13_102403915_102403934_enh-1018271_1	6.94474048235032	6.85835370443065	7.38996535823466	6.20781234264961	6.45874729988122	6.30888510199084	ITGBL1 (+298959), FGF14 (+650199)	ITGBL1	FGF14	115.208141319874	-1.40693742673275	0.542364478148124	-2.59408107171152	0.00948441195133347	0.200243186505756	chr13_102403915_102403934_enh-1018271_1
chr13_44684806_44684825_enh-1017447_4	7.19356694064142	6.80052225515898	7.06107070065605	5.92745479445746	6.74808189235781	5.36846899516899	ENOX1 (-323772), SMIM2 (+50577)	ENOX1	SMIM2	113.637788763067	-1.56090612905898	0.740159744364234	-2.10887736187238	0.034955168723997	0.357598827175743	chr13_44684806_44684825_enh-1017447_4
chr14_69330086_69330105_enh-1019481_9	7.09950525228813	6.98320367662404	6.88177844467529	6.08980200387229	6.05096442236766	6.66493372358935	ZFP36L1 (-70139), ACTN1 (+115860)	ZFP36L1	ACTN1	109.402165431282	-1.28373156937583	0.58197003779642	-2.20583790573923	0.0273953511804846	0.321912633958055	chr14_69330086_69330105_enh-1019481_9
chr14_69330106_69330125_enh-1019481_17	6.06348253264306	5.6677025467015	6.18056162075825	4.42690233631923	4.43940194207109	4.80537128363257	ZFP36L1 (-70159), ACTN1 (+115840)	ZFP36L1	ACTN1	59.8579984821916	-4.77743912086231	1.11377917365813	-4.28939527139041	1.7916027024215e-05	0.0074765883680733	chr14_69330106_69330125_enh-1019481_17
chr14_69330118_69330137_enh-1019481_28	6.97160325498495	6.34908606603648	6.53036477665123	6.2285234839299	5.72820918323303	5.59720456276292	ZFP36L1 (-70171), ACTN1 (+115828)	ZFP36L1	ACTN1	87.7650596769771	-1.59236260103971	0.684314555383187	-2.32694539157954	0.0199681718832753	0.278178069094803	chr14_69330118_69330137_enh-1019481_28
chr14_69330132_69330151_enh-1019481_3	6.47849352381488	6.0540502457503	6.81692286952992	5.63116990779423	5.65263155228134	6.01650291223001	ZFP36L1 (-70185), ACTN1 (+115814)	ZFP36L1	ACTN1	79.6331154567459	-1.58371744379265	0.69061251232836	-2.29320699454638	0.0218360906538398	0.291676231496414	chr14_69330132_69330151_enh-1019481_3
chr14_69330135_69330154_enh-1019481_1	2.93094088638583	2.94829702242968	2.98499524600727	2.76160469869598	2.76216752868069	2.76208487562735	ZFP36L1 (-70188), ACTN1 (+115811)	ZFP36L1	ACTN1	7.68215982980275	-5.93738321434434	2.16254205489705	-2.74555734113897	0.00604082098459209	0.164039420633887	chr14_69330135_69330154_enh-1019481_1
chr14_69331063_69331082_enh-1019481_15	6.60509934210872	6.52832600118073	6.4471047122338	6.26282062905302	5.34518132921863	5.65438297326735	ZFP36L1 (-71116), ACTN1 (+114883)	ZFP36L1	ACTN1	81.7703364630955	-1.50555423493212	0.745773879095745	-2.01878113075992	0.0435099731107978	0.388904944557617	chr14_69331063_69331082_enh-1019481_15
chr14_92940423_92940442_enh-1019927_9	5.96472834228908	6.03780237424771	6.02566120472371	5.13094638113711	4.66126509385828	5.00942052529955	RIN3 (-39685), SLC24A4 (+150484)	RIN3	SLC24A4	57.9860859419085	-3.14853379549549	0.954822584352401	-3.29750662279417	0.000975473741193393	0.0683330440634849	chr14_92940423_92940442_enh-1019927_9
chr14_93006647_93006666_enh-1019931_3	6.08871936416111	6.23642108813974	6.37195443224638	5.48451715024478	5.40087842522408	5.82844526081718	RIN3 (+26539), LGMN (+208367)	RIN3	LGMN	66.815813556377	-1.61607727949361	0.70686075525834	-2.286273877099	0.0222382411361192	0.293606846191649	chr14_93006647_93006666_enh-1019931_3
chr14_93013088_93013107_enh-1019931_11	6.79183611866728	6.73756021087367	6.68306096305342	5.8751033407013	5.59900604162365	5.70853186333119	RIN3 (+32980), LGMN (+201926)	RIN3	LGMN	89.5839110905475	-2.14609288168809	0.58775130121174	-3.65136219564906	0.000260853054518324	0.0315299736191805	chr14_93013088_93013107_enh-1019931_11
chr14_93147152_93147171_enh-1019943_13	7.02560031749716	7.24840796501468	7.69923675125288	6.74309229809581	5.49535007699752	5.90914635442725	LGMN (+67862), RIN3 (+167044)	LGMN	RIN3	136.424457685211	-2.01626386501905	0.68054863513826	-2.96270356138387	0.00304950097276026	0.122466767078701	chr14_93147152_93147171_enh-1019943_13
chr14_93147217_93147236_enh-1019943_7	8.65682161468213	7.35623137615891	7.65273069312737	6.90924160529052	6.86614530162539	7.1458735432336	LGMN (+67797), RIN3 (+167109)	LGMN	RIN3	212.217671773786	-1.60644561261551	0.546677119533271	-2.93856383451171	0.00329736747768057	0.127439635211046	chr14_93147217_93147236_enh-1019943_7
chr15_102152127_102152146_enh-1022552_5	5.86989700232357	5.17913597932171	5.41455793076537	4.62937657960555	5.17340901114161	4.89571556391911	PCSK6 (-122264), TM2D3 (+40433)	PCSK6	TM2D3	44.0901111220864	-2.003973584023	1.02119739464578	-1.96237631875091	0.0497186877490919	0.409747126509729	chr15_102152127_102152146_enh-1022552_5
chr15_102153105_102153124_enh-1022552_2	8.15525618872313	8.08898060592507	8.0146980614674	7.26751148651588	5.67176259035016	7.72888387340968	PCSK6 (-123242), TM2D3 (+39455)	PCSK6	TM2D3	228.788144610496	-1.34942780056901	0.674614649137487	-2.00029424545448	0.0454685000511419	0.395390008965141	chr15_102153105_102153124_enh-1022552_2
chr15_102154630_102154649_enh-1022552_1	6.63545412579327	6.75639110964461	6.61024340107471	5.62099100475735	5.35035981923741	6.27151752279975	PCSK6 (-124767), TM2D3 (+37930)	PCSK6	TM2D3	88.4540190557559	-1.76027599648495	0.726225353034006	-2.42387020658383	0.0153560927081402	0.250491605414563	chr15_102154630_102154649_enh-1022552_1
chr15_102162576_102162595_enh-1022552_3	7.18916218094081	7.22835488449618	7.26272667321933	6.44877378617658	6.51913039361177	6.75424833771419	PCSK6 (-132713), TM2D3 (+29984)	PCSK6	TM2D3	127.401753905263	-1.14309423125655	0.488157423355164	-2.34165082116323	0.0191986672513466	0.27241305288065	chr15_102162576_102162595_enh-1022552_3
chr15_41035663_41035682_enh-1020747_6	7.50969411962168	7.04962163697486	7.33087418865554	6.90434039629112	6.44439660339705	6.29205509260557	RMDN3 (+12376), RAD51 (+48301)	RMDN3	RAD51	134.458320859429	-1.26434662763612	0.537373213591864	-2.35282778459514	0.018631260710416	0.269606588378778	chr15_41035663_41035682_enh-1020747_6
chr15_41035669_41035688_enh-1020747_1	6.75706816420472	6.5961800173245	6.43712223132624	5.29099856120975	5.90150141383053	5.51365302449442	RMDN3 (+12370), RAD51 (+48307)	RMDN3	RAD51	83.3936846183669	-2.22321779395681	0.686236437133935	-3.23972565963136	0.00119644752581148	0.0785390256826329	chr15_41035669_41035688_enh-1020747_1
chr15_41774995_41775014_enh-1020780_11	6.14525249186135	5.70141977112695	6.05785385921973	5.04682368124571	5.39484721000901	5.03297314511313	ITPKA (-11068), RTF1 (+65703)	ITPKA	RTF1	56.9631611946908	-2.32345563944498	0.800765571638273	-2.90154287564019	0.00371329960468652	0.134104176277553	chr15_41774995_41775014_enh-1020780_11
chr15_41775831_41775850_enh-1020780_20	7.55058312958085	7.52424351147928	7.20125381821562	6.56275910560553	6.95565947107932	6.87138794926789	ITPKA (-10232), RTF1 (+66539)	ITPKA	RTF1	147.720960831564	-1.05292184154346	0.482343640415933	-2.18292883603796	0.0290410510981519	0.330375266099632	chr15_41775831_41775850_enh-1020780_20
chr15_41775865_41775884_enh-1020780_13	7.30297056686529	7.22616843629468	7.10848386735227	5.77363296061552	6.68872246314146	6.80332224411587	ITPKA (-10198), RTF1 (+66573)	ITPKA	RTF1	128.030695495357	-1.22820136093516	0.616819096179103	-1.99118569535748	0.0464604759057699	0.399090943184786	chr15_41775865_41775884_enh-1020780_13
chr15_65162704_65162723_enh-1021505_7	6.63907763046616	6.33313934832099	6.76250048990534	5.9456954208505	5.58942870072389	5.77778026979338	ANKDD1A (-41387), ENSG00000249240 (+28567)	ANKDD1A	ENSG00000249240	82.9437735130855	-1.78266642641658	0.633209010102913	-2.81528910355658	0.00487333714123221	0.150508769448701	chr15_65162704_65162723_enh-1021505_7
chr15_65162879_65162898_enh-1021505_9	6.3441291944962	6.84005900509677	6.57499051756621	5.17691430219343	5.78241469651233	5.89738008948656	ANKDD1A (-41212), ENSG00000249240 (+28742)	ANKDD1A	ENSG00000249240	84.3169953932142	-2.04334292832588	0.7343928479635	-2.78235679172551	0.00539656761153918	0.156920476610063	chr15_65162879_65162898_enh-1021505_9
chr15_65175793_65175812_enh-1021505_5	5.6001473304447	5.54933833304413	5.28184140358312	4.51989702971601	4.4949853254427	5.09022300008278	ANKDD1A (-28298), ENSG00000249240 (+41656)	ANKDD1A	ENSG00000249240	42.545391393531	-2.64289790193963	1.2573363770068	-2.10198157809709	0.0355548895632961	0.360410944065141	chr15_65175793_65175812_enh-1021505_5
chr15_68191769_68191788_enh-1021610_1	7.76015409715391	8.11688234503942	8.06348338004621	7.32763930481191	6.19780616563643	7.38813954874659	PIAS1 (-154738), SKOR1 (+79737)	PIAS1	SKOR1	209.420441144867	-1.37032700716262	0.55420595312606	-2.47259524989426	0.0134135963588006	0.237041036044842	chr15_68191769_68191788_enh-1021610_1
chr15_90708649_90708668_enh-1022264_2	7.99846594174876	8.17108386592294	7.91738091735589	7.86319881371955	6.92913279463059	6.90908239743626	IDH2 (-62923), SEMA4B (-35892)	IDH2	SEMA4B	221.435389055168	-1.05800183690523	0.510408678666082	-2.07285236542265	0.0381860212974347	0.37217032140401	chr15_90708649_90708668_enh-1022264_2
chr15_90718584_90718603_enh-1022264_3	6.24022167207537	5.97078089972117	6.15326437984554	5.46967118465006	5.58625548023802	5.08640263393636	IDH2 (-72858), SEMA4B (-25957)	IDH2	SEMA4B	62.1064064795483	-1.90698535727883	0.774662845498625	-2.461697199446	0.0138281356522055	0.239669613538183	chr15_90718584_90718603_enh-1022264_3
chr15_96925520_96925539_enh-1022401_4	8.00332656655467	7.99791308389751	7.97050962961724	6.843117540607	7.15883192923439	7.42929663659611	NR2F2 (+51584)	NR2F2	NA	208.094731201521	-1.26337042894387	0.436427706417452	-2.89479886443193	0.00379401550900013	0.134575144527198	chr15_96925520_96925539_enh-1022401_4
chr16_13426194_13426213_enh-1022985_14	5.83114306698516	6.08978165587472	5.90780023552578	5.42048942891111	5.49161036090317	5.44459141852318	ERCC4 (-587810), SHISA9 (+430727)	ERCC4	SHISA9	55.5285757598674	-1.40225085589889	0.712252181122185	-1.96875614152501	0.0489811009325733	0.407312658758086	chr16_13426194_13426213_enh-1022985_14
chr16_47081339_47081358_enh-1023427_21	4.4022908539094	4.46326969248983	4.52376990754852	4.12480580158518	3.9650364523697	4.03868893347304	DNAJA2 (-73650), NETO2 (+96559)	DNAJA2	NETO2	21.2183881265795	-2.99165047226872	1.30305749542418	-2.29586989275163	0.0216833216606086	0.290897660022202	chr16_47081339_47081358_enh-1023427_21
chr16_47081502_47081521_enh-1023427_8	5.72385918370211	5.33722272422527	5.9615353156459	4.48708334011718	4.49562191086295	5.11659315845733	DNAJA2 (-73813), NETO2 (+96396)	DNAJA2	NETO2	49.7822131988266	-3.10235803639727	1.30718537905509	-2.37331145689514	0.0176293910996339	0.265240303103171	chr16_47081502_47081521_enh-1023427_8
chr16_47164735_47164754_enh-1023430_4	7.45600909799176	7.60675527286115	7.78794960657155	7.40715650498613	5.9080115575448	6.71485265271086	DNAJA2 (-157046), NETO2 (+13163)	DNAJA2	NETO2	168.465048020675	-1.24133006057339	0.627454111244756	-1.9783599124258	0.0478881187003024	0.40476478384699	chr16_47164735_47164754_enh-1023430_4
chr16_81731934_81731953_enh-1024234_7	5.15937361022517	5.28309723141169	5.27707881406763	4.63603095635792	4.80213704560937	4.61199875410359	PLCG2 (-80919), CMIP (+253169)	PLCG2	CMIP	35.0556764429453	-2.34919555126907	0.92646622491261	-2.53565158459031	0.0112238341016079	0.219297437148638	chr16_81731934_81731953_enh-1024234_7
chr16_81732004_81732023_enh-1024234_25	7.10712750667338	7.39055587582721	7.00612548394304	6.29648930215525	5.96229989269967	6.95258475387147	PLCG2 (-80849), CMIP (+253239)	PLCG2	CMIP	125.365595242164	-1.21955300348902	0.611378380803258	-1.99475977852981	0.0460690860914071	0.397470792456934	chr16_81732004_81732023_enh-1024234_25
chr16_81740470_81740489_enh-1024235_7	7.28284603403745	6.93927742578102	7.07178889524953	6.04123535247344	5.58459497494617	6.47183074019697	PLCG2 (-72383), CMIP (+261705)	PLCG2	CMIP	115.008564299658	-1.87203833923843	0.6252848387829	-2.99389689806377	0.00275439003488316	0.115900596382507	chr16_81740470_81740489_enh-1024235_7
chr16_85767052_85767071_enh-1024407_7	5.4012295396987	5.58086983419612	5.51325455524463	5.16191141921531	4.70484084456902	4.64056679385513	GINS2 (-44457), EMC8 (+66084)	GINS2	EMC8	42.1808573353955	-2.2299116784074	1.0250826293996	-2.17534822506306	0.0296040312280968	0.330375266099632	chr16_85767052_85767071_enh-1024407_7
chr16_85767445_85767464_enh-1024407_10	6.45567762022074	7.06157183005176	6.81934625833587	6.41055187745303	5.75304819342702	6.1526855225318	GINS2 (-44850), EMC8 (+65691)	GINS2	EMC8	97.7737978466086	-1.31689095005235	0.638440353292587	-2.06266872584233	0.0391441132079677	0.376742991210799	chr16_85767445_85767464_enh-1024407_10
chr16_85768368_85768387_enh-1024407_3	5.69022037720447	5.62211470422044	6.44205949169227	4.67617065641419	4.98523042211035	5.49328513536554	GINS2 (-45773), EMC8 (+64768)	GINS2	EMC8	59.8580189021889	-2.32894128047935	1.01965066475256	-2.28405802201336	0.0223681212019066	0.293606846191649	chr16_85768368_85768387_enh-1024407_3
chr16_86764257_86764276_enh-1024440_11	7.10791232588003	7.29670686403487	7.29718063613321	6.44084376730961	5.73085358221168	6.81895614423769	FOXL1 (+152152), FBXO31 (+653096)	FOXL1	FBXO31	127.954020430163	-1.42788772466283	0.620006419227746	-2.30302087265701	0.0212776687376187	0.287678483486146	chr16_86764257_86764276_enh-1024440_11
chr16_86764260_86764279_enh-1024440_10	7.31362250617263	7.21612364016971	7.17995786988491	6.59241705082445	5.84489291059255	6.81816384560917	FOXL1 (+152155), FBXO31 (+653093)	FOXL1	FBXO31	128.642488151232	-1.29881890407749	0.594740378734754	-2.18384180815264	0.0289738742690234	0.330375266099632	chr16_86764260_86764279_enh-1024440_10
chr16_86768866_86768885_enh-1024440_6	4.93980948980621	4.73473838775816	4.81901140675935	4.19684224680322	4.33385455105061	4.42198883883128	FOXL1 (+156761), FBXO31 (+648487)	FOXL1	FBXO31	27.1957427675841	-2.84673605566083	1.2256794550119	-2.32257793342322	0.0202018372921524	0.279538105471321	chr16_86768866_86768885_enh-1024440_6
