chr 	start	end	enhancerID	Gene	Type	q-value	rho
chr14	20908050	20911800	enh-1018544	RNASE10	protein_coding	0.025970771	0.624155387
chr14	20908050	20911800	enh-1018544	ANG	protein_coding	0.048814002	0.563909774
chr14	20908050	20911800	enh-1018544	RNASE3	protein_coding	0.021391354	0.644532891
chr14	20908050	20911800	enh-1018544	RNASE2	protein_coding	0.036495289	0.596992481
chr14	20908050	20911800	enh-1018544	AL163636.6	protein_coding	0.033599154	0.606015038
chr14	23378050	23378750	enh-1018612	MMP14	protein_coding	0.028580744	0.62406015
chr14	23795250	23799200	enh-1018633	LTB4R2	protein_coding	0.038553014	0.590977444
chr14	24693300	24694700	enh-1018648	LTB4R2	protein_coding	0.04824587	0.565413534
chr14	31505400	31508850	enh-1018724	AP4S1	protein_coding	0.039956355	0.586466165
chr14	34315600	34319950	enh-1018801	EGLN3	protein_coding	0.027189622	0.630075188
chr14	34301750	34314400	enh-1018802	EGLN3	protein_coding	0.005386597	0.772932331
chr14	34433000	34436450	enh-1018804	EGLN3	protein_coding	0.006230334	0.763909774
chr14	34445700	34451650	enh-1018805	EGLN3	protein_coding	0.004801615	0.778947368
chr14	34451900	34453850	enh-1018806	EGLN3	protein_coding	0.006787696	0.757894737
chr14	34454400	34472800	enh-1018807	EGLN3	protein_coding	0.001807552	0.812030075
chr14	34543300	34543600	enh-1018808	EGLN3	protein_coding	0.025970771	0.634586466
chr14	35065650	35071200	enh-1018832	BAZ1A	protein_coding	0.046904051	0.568421053
chr14	35117250	35120650	enh-1018844	BAZ1A	protein_coding	0.007005251	0.754887218
chr14	35117250	35120650	enh-1018844	PSMA6	protein_coding	0.01980877	0.663157895
chr14	35682000	35686100	enh-1018865	BAZ1A	protein_coding	0.04104761	0.583458647
chr14	35841350	35847600	enh-1018869	BAZ1A	protein_coding	0.00217044	0.807518797
chr14	35841350	35847600	enh-1018869	PSMA6	protein_coding	0.036966008	0.595488722
chr14	50501000	50515650	enh-1018946	POLE2	protein_coding	0.035977482	0.598496241
chr14	50501000	50515650	enh-1018946	PYGL	protein_coding	0.006055388	0.765413534
chr14	50521850	50533350	enh-1018948	PYGL	protein_coding	0.004629364	0.780451128
chr14	51142000	51146100	enh-1018967	PYGL	protein_coding	0.01173486	0.715789474
chr14	51282000	51284550	enh-1018974	POLE2	protein_coding	0.046246048	0.569924812
chr14	51282000	51284550	enh-1018974	PYGL	protein_coding	0.025970771	0.634586466
chr14	51536800	51542400	enh-1018988	TRIM9	protein_coding	0.017093836	0.678195489
chr14	51542500	51550100	enh-1018989	TRIM9	protein_coding	0.01552578	0.688721805
chr14	51895300	51900200	enh-1019007	TMX1	protein_coding	0.049409474	0.562406015
chr14	53206000	53212850	enh-1019069	ERO1L	protein_coding	0.044388317	0.57443609
chr14	69159050	69164100	enh-1019469	ACTN1	protein_coding	0.025610751	0.636090226
chr14	75403450	75410850	enh-1019663	PGF	protein_coding	0.006346942	0.762406015
chr14	75999750	76004350	enh-1019683	PGF	protein_coding	0.02040315	0.660150376
chr14	75999750	76004350	enh-1019683	ACYP1	protein_coding	0.048814002	0.563909774
chr14	89908000	89916800	enh-1019833	TDP1	protein_coding	0.032784851	0.609022556
chr14	92873150	92878950	enh-1019925	SLC24A4	protein_coding	0.022263809	0.65112782
chr14	92873150	92878950	enh-1019925	RIN3	protein_coding	0.041577173	0.581954887
chr14	92922750	92933300	enh-1019926	SLC24A4	protein_coding	0.010603382	0.72481203
chr14	92922750	92933300	enh-1019926	RIN3	protein_coding	0.041577173	0.581954887
chr14	92937100	92943500	enh-1019927	SLC24A4	protein_coding	0.029388986	0.621052632
chr14	92937100	92943500	enh-1019927	RIN3	protein_coding	0.028271851	0.62556391
chr14	92952350	92963400	enh-1019928	SLC24A4	protein_coding	0.019534536	0.664661654
chr14	92994500	93013700	enh-1019931	SLC24A4	protein_coding	0.003232812	0.795488722
chr14	92994500	93013700	enh-1019931	RIN3	protein_coding	0.008693539	0.739849624
chr14	93014750	93023200	enh-1019932	GOLGA5	protein_coding	0.02526631	0.637593985
chr14	93146650	93148600	enh-1019943	SLC24A4	protein_coding	0.034919515	0.601503759
chr14	93146650	93148600	enh-1019943	RIN3	protein_coding	0.024254752	0.642105263
chr14	93189350	93197850	enh-1019946	SLC24A4	protein_coding	0.007704698	0.747368421
chr14	93189350	93197850	enh-1019946	RIN3	protein_coding	0.036966008	0.595488722
chr14	93637350	93638900	enh-1019971	UBR7	protein_coding	0.017899231	0.673684211
chr14	93629700	93637100	enh-1019973	UBR7	protein_coding	0.016370248	0.682706767
chr14	94805550	94814450	enh-1020009	SERPINA1	protein_coding	0.014632872	0.694736842
chr14	94838400	94841850	enh-1020014	SERPINA9	protein_coding	0.022081654	0.640723838
chr14	94838400	94841850	enh-1020014	SERPINA12	protein_coding	0.034541136	0.594223588
chr14	94951550	94953850	enh-1020017	SERPINA1	protein_coding	0.034919515	0.601503759
chr14	99996050	99999400	enh-1020089	EVL	protein_coding	0.011448362	0.718796992
chr14	100079050	100087650	enh-1020094	EVL	protein_coding	0.013258548	0.703759398
chr14	103258500	103279350	enh-1020206	RCOR1	protein_coding	0.046904051	0.568421053
chr14	105105200	105117950	enh-1020269	ADSSL1	protein_coding	0.042207258	0.580451128
chr14	105119750	105120800	enh-1020270	RP11-73M18.2	protein_coding	0.031115882	0.615037594
chr14	105172750	105176050	enh-1020275	ADSSL1	protein_coding	0.028580744	0.62406015
chr14	105279250	105288900	enh-1020282	C14orf80	protein_coding	0.022263809	0.65112782
chr14	105279250	105288900	enh-1020282	TMEM121	protein_coding	0.02008924	0.661654135
chr14	105279250	105288900	enh-1020282	PLD4	protein_coding	0.013900251	0.69924812
chr14	105279250	105288900	enh-1020282	AHNAK2	protein_coding	0.02526631	0.637593985
chr14	105279250	105288900	enh-1020282	JAG2	protein_coding	0.02330238	0.646616541
chr14	105279250	105288900	enh-1020282	TEX22	protein_coding	0.01552578	0.688721805
chr14	105859500	105861450	enh-1020300	AHNAK2	protein_coding	0.013900251	0.69924812
chr15	29266500	29272250	enh-1020387	GOLGA8M	protein_coding	0.016370248	0.682706767
chr15	38816850	38835150	enh-1020626	SPRED1	protein_coding	0.036495289	0.596992481
chr15	40473950	40477200	enh-1020730	PLCB2	protein_coding	0.015038084	0.691729323
chr15	40680350	40683050	enh-1020740	RAD51	protein_coding	0.024254752	0.642105263
chr15	40680350	40683050	enh-1020740	OIP5	protein_coding	0.031115882	0.615037594
chr15	40680350	40683050	enh-1020740	NUSAP1	protein_coding	0.033152498	0.607518797
chr15	41034450	41039500	enh-1020747	RAD51	protein_coding	0.015701038	0.687218045
chr15	41034450	41039500	enh-1020747	DLL4	protein_coding	0.03029675	0.618045113
chr15	41034450	41039500	enh-1020747	OIP5	protein_coding	0.006875705	0.756390977
chr15	41034450	41039500	enh-1020747	NUSAP1	protein_coding	0.01162641	0.717293233
chr15	41034450	41039500	enh-1020747	CHST14	protein_coding	0.014632872	0.694736842
chr15	41227450	41236600	enh-1020756	RAD51	protein_coding	0.018481523	0.670676692
chr15	41227450	41236600	enh-1020756	DNAJC17	protein_coding	0.03199025	0.612030075
chr15	41227450	41236600	enh-1020756	DLL4	protein_coding	0.001446262	0.816541353
chr15	41227450	41236600	enh-1020756	OIP5	protein_coding	0.007322229	0.75037594
chr15	41227450	41236600	enh-1020756	NUSAP1	protein_coding	0.016552328	0.681203008
chr15	41227450	41236600	enh-1020756	CHST14	protein_coding	0.013663988	0.70075188
chr15	41627800	41631700	enh-1020772	RAD51	protein_coding	0.002808216	0.8
chr15	41627800	41631700	enh-1020772	DLL4	protein_coding	0.014192061	0.697744361
chr15	41627800	41631700	enh-1020772	OIP5	protein_coding	0	0.858646617
chr15	41627800	41631700	enh-1020772	NUSAP1	protein_coding	0.002808216	0.8
chr15	41627800	41631700	enh-1020772	CHST14	protein_coding	0.02358024	0.645112782
chr15	43732300	43734300	enh-1020826	CATSPER2	protein_coding	0.046246048	0.569924812
chr15	45131100	45131850	enh-1020868	B2M	protein_coding	0.03805783	0.592481203
chr15	45131100	45131850	enh-1020868	C15orf48	protein_coding	0.028580744	0.62406015
chr15	45131100	45131850	enh-1020868	SQRDL	protein_coding	0.049409474	0.562406015
chr15	45351950	45354500	enh-1020873	PATL2	protein_coding	0.025610751	0.636090226
chr15	52267150	52269500	enh-1021009	TMOD2	protein_coding	0.02358024	0.645112782
chr15	52267150	52269500	enh-1021009	LYSMD2	protein_coding	0.012078417	0.712781955
chr15	52271300	52275750	enh-1021010	TMOD2	protein_coding	0.042725569	0.578947368
chr15	55538450	55551550	enh-1021083	RAB27A	protein_coding	0.034170251	0.604511278
chr15	59466050	59474400	enh-1021260	CCNB2	protein_coding	0.013463388	0.702255639
chr15	59885550	59889900	enh-1021291	CCNB2	protein_coding	0.024919543	0.639097744
chr15	60514450	60516200	enh-1021297	ANXA2	protein_coding	0.02330238	0.646616541
chr15	63242750	63243550	enh-1021401	TPM1	protein_coding	0.036495289	0.596992481
chr15	63535050	63541650	enh-1021427	APH1B	protein_coding	0.021391354	0.655639098
chr15	63535050	63541650	enh-1021427	USP3	protein_coding	0.003342953	0.793984962
chr15	64907450	64908450	enh-1021492	CTD-2116N17.1	protein_coding	0.036966008	0.595488722
chr15	65126950	65131000	enh-1021500	KIAA0101	protein_coding	0.013663988	0.70075188
chr15	65126950	65131000	enh-1021500	PIF1	protein_coding	0.013900251	0.69924812
chr15	65161600	65178800	enh-1021505	PIF1	protein_coding	0.004228138	0.784962406
chr15	65161600	65178800	enh-1021505	PLEKHO2	protein_coding	0.005579687	0.771428571
chr15	69859750	69874100	enh-1021674	TLE3	protein_coding	0.045681544	0.571428571
chr15	70096200	70114700	enh-1021682	TLE3	protein_coding	0.03805783	0.592481203
chr15	72528050	72531400	enh-1021786	PKM	protein_coding	0.016156947	0.684210526
chr15	74296800	74309850	enh-1021829	SNX33	protein_coding	0.026328521	0.633082707
chr15	74296800	74309850	enh-1021829	STOML1	protein_coding	0.031518	0.613533835
chr15	74296800	74309850	enh-1021829	CLK3	protein_coding	0.015269289	0.690225564
chr15	74296800	74309850	enh-1021829	CSK	protein_coding	0.013182684	0.705263158
chr15	74296800	74309850	enh-1021829	MPI	protein_coding	0.039468134	0.587969925
chr15	74296800	74309850	enh-1021829	CSPG4	protein_coding	0.012269452	0.711278195
chr15	74296800	74309850	enh-1021829	AC105020.1	protein_coding	0.026791493	0.631578947
chr15	74296800	74309850	enh-1021829	PML	protein_coding	0.006706423	0.759398496
chr15	74296800	74309850	enh-1021829	EDC3	protein_coding	0.02896804	0.622556391
chr15	74296800	74309850	enh-1021829	C15orf39	protein_coding	0.004228138	0.784962406
chr15	74688450	74697550	enh-1021854	CSK	protein_coding	0.017471863	0.676691729
chr15	74688450	74697550	enh-1021854	PML	protein_coding	0.022039155	0.652631579
chr15	75352950	75363800	enh-1021877	CSK	protein_coding	0.036966008	0.595488722
chr15	75352950	75363800	enh-1021877	CSPG4	protein_coding	0.034541136	0.603007519
chr15	75352950	75363800	enh-1021877	PML	protein_coding	0.032370458	0.610526316
chr15	75352950	75363800	enh-1021877	C15orf39	protein_coding	0.034919515	0.601503759
chr15	75414800	75419600	enh-1021879	SNX33	protein_coding	0.037517168	0.593984962
chr15	75414800	75419600	enh-1021879	CSK	protein_coding	0.011882525	0.714285714
chr15	75414800	75419600	enh-1021879	CSPG4	protein_coding	0.034170251	0.604511278
chr15	75414800	75419600	enh-1021879	PML	protein_coding	0.049409474	0.562406015
chr15	75414800	75419600	enh-1021879	C15orf39	protein_coding	0.023981845	0.643609023
chr15	75897400	75901400	enh-1021893	SNX33	protein_coding	0.044388317	0.57443609
chr15	78373600	78378150	enh-1021944	ADAMTS7	protein_coding	0.018481523	0.670676692
chr15	78383100	78387550	enh-1021947	ADAMTS7	protein_coding	0.031518	0.613533835
chr15	78393950	78399450	enh-1021948	ADAMTS7	protein_coding	0.045106078	0.572932331
chr15	78399800	78401400	enh-1021949	ADAMTS7	protein_coding	0.017593897	0.67518797
chr15	78614050	78616100	enh-1021956	ADAMTS7	protein_coding	0.045681544	0.571428571
chr15	85208650	85212150	enh-1022101	NMB	protein_coding	0.02008924	0.661654135
chr15	85224350	85229300	enh-1022105	NMB	protein_coding	0.035494353	0.6
chr15	85414600	85419450	enh-1022123	NMB	protein_coding	0.018740059	0.669172932
chr15	85839150	85841450	enh-1022139	AKAP13	protein_coding	0.044388317	0.57443609
chr15	89157100	89160600	enh-1022203	AEN	protein_coding	0.032784851	0.609022556
chr15	89891500	89893700	enh-1022237	ZNF710	protein_coding	0.045681544	0.571428571
chr15	89941400	89946400	enh-1022239	TICRR	protein_coding	0.014419529	0.696240602
chr15	89941400	89946400	enh-1022239	ZNF710	protein_coding	0.048814002	0.563909774
chr15	89971300	89976200	enh-1022241	TICRR	protein_coding	0.02008924	0.661654135
chr15	89979300	89980400	enh-1022243	MESP1	protein_coding	0.047570637	0.566917293
chr15	90364000	90374050	enh-1022249	TICRR	protein_coding	0.008027645	0.744360902
chr15	90364000	90374050	enh-1022249	MESP1	protein_coding	0.044388317	0.57443609
chr15	90716450	90720750	enh-1022264	SEMA4B	protein_coding	0.017593897	0.67518797
chr15	90716450	90720750	enh-1022264	PRC1	protein_coding	0.003519961	0.792481203
chr15	90716450	90720750	enh-1022264	IQGAP1	protein_coding	0.012078417	0.712781955
chr15	90716450	90720750	enh-1022264	CRTC3	protein_coding	0.012269452	0.711278195
chr15	90716450	90720750	enh-1022264	BLM	protein_coding	0.024606291	0.640601504
chr15	91093250	91121400	enh-1022278	PRC1	protein_coding	0.045681544	0.571428571
chr15	91093250	91121400	enh-1022278	IQGAP1	protein_coding	0.024919543	0.639097744
chr15	91093250	91121400	enh-1022278	CRTC3	protein_coding	0.036966008	0.595488722
chr15	94805800	94818950	enh-1022347	MCTP2	protein_coding	0.02330238	0.646616541
chr15	99484250	99491750	enh-1022449	SYNM	protein_coding	0.015269289	0.690225564
chr15	99599800	99603800	enh-1022456	SYNM	protein_coding	0.033152498	0.607518797
chr15	99618700	99621250	enh-1022457	SYNM	protein_coding	0.020787056	0.658646617
chr15	99938650	99945900	enh-1022476	DKFZP779J2370	protein_coding	0.034170251	0.604511278
chr15	101229800	101239000	enh-1022505	CHSY1	protein_coding	0.043305504	0.577443609
chr15	101229800	101239000	enh-1022505	LRRK1	protein_coding	0.016778262	0.679699248
chr15	101260100	101267350	enh-1022506	CHSY1	protein_coding	0.013258548	0.703759398
chr15	101260100	101267350	enh-1022506	LRRK1	protein_coding	0.015269289	0.690225564
chr15	101495600	101501750	enh-1022521	CHSY1	protein_coding	0.017471863	0.676691729
chr15	101495600	101501750	enh-1022521	LRRK1	protein_coding	0.004951587	0.777443609
chr15	101503750	101504900	enh-1022523	LRRK1	protein_coding	0.014419529	0.696240602
chr15	101505050	101516350	enh-1022524	CHSY1	protein_coding	0.019534536	0.664661654
chr15	101505050	101516350	enh-1022524	LRRK1	protein_coding	0.033152498	0.607518797
chr15	101546300	101549750	enh-1022528	CHSY1	protein_coding	0.01173486	0.715789474
chr15	101546300	101549750	enh-1022528	LRRK1	protein_coding	0.022958796	0.648120301
chr15	101660250	101670650	enh-1022536	LRRK1	protein_coding	0.024919543	0.639097744
chr16	1529150	1532250	enh-1022614	UBE2I	protein_coding	0.036495289	0.596992481
chr16	1529150	1532250	enh-1022614	HN1L	protein_coding	0.019534536	0.664661654
chr16	1744300	1745300	enh-1022622	HN1L	protein_coding	0.013258548	0.703759398
chr16	1744300	1745300	enh-1022622	MAPK8IP3	protein_coding	0.041577173	0.581954887
chr16	1734550	1744200	enh-1022623	PRR25	protein_coding	0.048452129	0.557732672
chr16	1734550	1744200	enh-1022623	UBE2I	protein_coding	0.012709869	0.708270677
chr16	1734550	1744200	enh-1022623	HN1L	protein_coding	0.02112261	0.657142857
chr16	1734550	1744200	enh-1022623	MAPK8IP3	protein_coding	0.032784851	0.609022556
chr16	2383000	2386250	enh-1022643	THOC6	protein_coding	0.039005814	0.589473684
chr16	2383000	2386250	enh-1022643	RP11-20I23.1	protein_coding	0.040525729	0.584962406
chr16	2383000	2386250	enh-1022643	PRSS27	protein_coding	0.016552328	0.681203008
chr16	2383000	2386250	enh-1022643	ABCA3	protein_coding	0.033152498	0.607518797
chr16	2811100	2812100	enh-1022657	CCNF	protein_coding	0.049409474	0.562406015
chr16	2884850	2887600	enh-1022662	RNF151	protein_coding	0.038553014	0.58231593
chr16	2884850	2887600	enh-1022662	PRSS27	protein_coding	0.04104761	0.583458647
chr16	2884850	2887600	enh-1022662	CCDC64B	protein_coding	0.013258548	0.703759398
chr16	2884850	2887600	enh-1022662	CCNF	protein_coding	0.027189622	0.630075188
chr16	3214500	3216600	enh-1022683	ZNF205	protein_coding	0.044388317	0.57443609
chr16	4515750	4517450	enh-1022733	MGRN1	protein_coding	0.014773553	0.693233083
chr16	4692100	4718800	enh-1022743	MGRN1	protein_coding	0.007244898	0.751879699
chr16	8971000	8974800	enh-1022777	CARHSP1	protein_coding	0.02330238	0.646616541
chr16	10362800	10365250	enh-1022815	EMP2	protein_coding	0.04104761	0.583458647
chr16	10497650	10500250	enh-1022830	EMP2	protein_coding	0.042725569	0.578947368
chr16	10497650	10500250	enh-1022830	NUBP1	protein_coding	0.031115882	0.615037594
chr16	10841850	10851150	enh-1022835	CIITA	protein_coding	0.03199025	0.612030075
chr16	10914200	10916350	enh-1022837	CIITA	protein_coding	0.014419529	0.696240602
chr16	10919300	10929300	enh-1022838	EMP2	protein_coding	0.015701038	0.687218045
chr16	10919300	10929300	enh-1022838	TVP23A	protein_coding	0.009167319	0.735338346
chr16	10919300	10929300	enh-1022838	CIITA	protein_coding	0.026791493	0.631578947
chr16	11295600	11302050	enh-1022857	RSL1D1	protein_coding	0.043305504	0.577443609
chr16	12984650	12986850	enh-1022944	SHISA9	protein_coding	0.010814947	0.723308271
chr16	13235200	13235250	enh-1022973	SHISA9	protein_coding	0.040525729	0.584962406
chr16	13425500	13427750	enh-1022985	SHISA9	protein_coding	0.016370248	0.682706767
chr16	13480650	13499150	enh-1022990	SHISA9	protein_coding	0.03199025	0.612030075
chr16	13959000	13961750	enh-1023006	SHISA9	protein_coding	0.02358024	0.645112782
chr16	15063650	15065500	enh-1023033	NTAN1	protein_coding	0.013463388	0.702255639
chr16	15063650	15065500	enh-1023033	RP11-1021N1.1	protein_coding	0.021675718	0.654135338
chr16	15495650	15500300	enh-1023040	NTAN1	protein_coding	0.028580744	0.62406015
chr16	15495650	15500300	enh-1023040	RP11-1021N1.1	protein_coding	0.014419529	0.696240602
chr16	19194400	19197200	enh-1023115	ITPRIPL2	protein_coding	0.022639745	0.64962406
chr16	19303750	19308250	enh-1023116	ITPRIPL2	protein_coding	0.038553014	0.590977444
chr16	20928450	20932500	enh-1023155	TMEM159	protein_coding	0.045681544	0.571428571
chr16	22202350	22212350	enh-1023176	IGSF6	protein_coding	0.046246048	0.569924812
chr16	22202350	22212350	enh-1023176	NPIPB4	protein_coding	0.027576535	0.628571429
chr16	22202350	22212350	enh-1023176	NPIPB5	protein_coding	0.024606291	0.640601504
chr16	22198800	22201900	enh-1023177	IGSF6	protein_coding	0.012269452	0.711278195
chr16	22198800	22201900	enh-1023177	EEF2K	protein_coding	0.045681544	0.571428571
chr16	23527250	23536550	enh-1023209	HS3ST2	protein_coding	0.00217044	0.807518797
chr16	25058750	25064900	enh-1023240	ARHGAP17	protein_coding	0.008027645	0.744360902
chr16	27295400	27300500	enh-1023255	IL4R	protein_coding	0.005079262	0.77593985
chr16	27295400	27300500	enh-1023255	IL21R	protein_coding	0.022039155	0.652631579
chr16	29337400	29340400	enh-1023314	PAGR1	protein_coding	0.012078417	0.712781955
chr16	29337400	29340400	enh-1023314	ATP2A1	protein_coding	0.019534536	0.664661654
chr16	29337400	29340400	enh-1023314	KCTD13	protein_coding	0.03029675	0.618045113
chr16	29337400	29340400	enh-1023314	DOC2A	protein_coding	0.003232812	0.795488722
chr16	29337400	29340400	enh-1023314	TBX6	protein_coding	0.040525729	0.584962406
chr16	29337400	29340400	enh-1023314	INO80E	protein_coding	0.015892589	0.685714286
chr16	29925450	29929100	enh-1023339	SPN	protein_coding	0.030765927	0.616541353
chr16	29925450	29929100	enh-1023339	PAGR1	protein_coding	0.039005814	0.589473684
chr16	29925450	29929100	enh-1023339	CDIPT	protein_coding	0.010107797	0.727819549
chr16	29925450	29929100	enh-1023339	MAZ	protein_coding	0.039468134	0.587969925
chr16	29925450	29929100	enh-1023339	ASPHD1	protein_coding	0.021675718	0.654135338
chr16	29925450	29929100	enh-1023339	KCTD13	protein_coding	0.013258548	0.703759398
chr16	29925450	29929100	enh-1023339	DOC2A	protein_coding	0.006875705	0.756390977
chr16	29925450	29929100	enh-1023339	FAM57B	protein_coding	0.011279453	0.707032769
chr16	29925450	29929100	enh-1023339	ALDOA	protein_coding	0.014632872	0.694736842
chr16	29925450	29929100	enh-1023339	SEZ6L2	protein_coding	0.033152498	0.607518797
chr16	29925450	29929100	enh-1023339	INO80E	protein_coding	0.021675718	0.654135338
chr16	30014650	30017850	enh-1023342	SPN	protein_coding	0.02330238	0.646616541
chr16	30014650	30017850	enh-1023342	PAGR1	protein_coding	0.01926654	0.666165414
chr16	30014650	30017850	enh-1023342	ATP2A1	protein_coding	0.021675718	0.654135338
chr16	30014650	30017850	enh-1023342	MAZ	protein_coding	0.042207258	0.580451128
chr16	30014650	30017850	enh-1023342	PAGR1	protein_coding	0.024919543	0.639097744
chr16	30014650	30017850	enh-1023342	KCTD13	protein_coding	0.042207258	0.580451128
chr16	30014650	30017850	enh-1023342	DOC2A	protein_coding	0.01552578	0.688721805
chr16	30044500	30045350	enh-1023344	MAZ	protein_coding	0.042207258	0.580451128
chr16	30044500	30045350	enh-1023344	FAM57B	protein_coding	0.047570637	0.559608915
chr16	30044500	30045350	enh-1023344	ALDOA	protein_coding	0.047570637	0.566917293
chr16	30502650	30504300	enh-1023356	CD2BP2	protein_coding	0.023981845	0.643609023
chr16	30502650	30504300	enh-1023356	ZNF764	protein_coding	0.027189622	0.630075188
chr16	30502650	30504300	enh-1023356	ZNF688	protein_coding	0.049409474	0.562406015
chr16	30502650	30504300	enh-1023356	CORO1A	protein_coding	0.046904051	0.568421053
chr16	30502650	30504300	enh-1023356	TBC1D10B	protein_coding	0.012709869	0.708270677
chr16	30502650	30504300	enh-1023356	ITGAL	protein_coding	0.047570637	0.566917293
chr16	30502650	30504300	enh-1023356	RNF40	protein_coding	0.027576535	0.628571429
chr16	30502650	30504300	enh-1023356	ZNF747	protein_coding	0.017593897	0.67518797
chr16	30549850	30553950	enh-1023357	ZNF688	protein_coding	0.036966008	0.595488722
chr16	30549850	30553950	enh-1023357	TBC1D10B	protein_coding	0.041577173	0.581954887
chr16	30549850	30553950	enh-1023357	FBRS	protein_coding	0.016370248	0.682706767
chr16	30724300	30728750	enh-1023366	ZNF764	protein_coding	0.007505547	0.74887218
chr16	30724300	30728750	enh-1023366	CORO1A	protein_coding	0.010330916	0.726315789
chr16	30724300	30728750	enh-1023366	1-Sep	protein_coding	0.042725569	0.578947368
chr16	30724300	30728750	enh-1023366	ITGAL	protein_coding	0.012078417	0.712781955
chr16	30815100	30819800	enh-1023369	CD2BP2	protein_coding	0.035977482	0.598496241
chr16	30815100	30819800	enh-1023369	ZNF764	protein_coding	0.039468134	0.587969925
chr16	30815100	30819800	enh-1023369	ITGAL	protein_coding	0.039956355	0.586466165
chr16	30815100	30819800	enh-1023369	ZNF747	protein_coding	0.02040315	0.660150376
chr16	30823500	30827500	enh-1023370	CD2BP2	protein_coding	0.031518	0.613533835
chr16	30823500	30827500	enh-1023370	ZNF764	protein_coding	0.01926654	0.666165414
chr16	30823500	30827500	enh-1023370	ZNF688	protein_coding	0.02987969	0.619548872
chr16	30823500	30827500	enh-1023370	CORO1A	protein_coding	0.039956355	0.586466165
chr16	30823500	30827500	enh-1023370	TBC1D10B	protein_coding	0.022039155	0.652631579
chr16	30823500	30827500	enh-1023370	ITGAL	protein_coding	0.034541136	0.603007519
chr16	30823500	30827500	enh-1023370	RNF40	protein_coding	0.02987969	0.619548872
chr16	30823500	30827500	enh-1023370	ZNF747	protein_coding	0.009534849	0.732330827
chr16	30999850	31003250	enh-1023376	AC135048.1	protein_coding	0.013258548	0.703759398
chr16	30999850	31003250	enh-1023376	VKORC1	protein_coding	0.013182684	0.705263158
chr16	30999850	31003250	enh-1023376	BCKDK	protein_coding	0.024606291	0.640601504
chr16	30999850	31003250	enh-1023376	PYCARD	protein_coding	0.030765927	0.616541353
chr16	30999850	31003250	enh-1023376	C16orf98	protein_coding	0.021391354	0.655639098
chr16	30999850	31003250	enh-1023376	ORAI3	protein_coding	0.027943225	0.627067669
chr16	30999850	31003250	enh-1023376	HSD3B7	protein_coding	0.024606291	0.640601504
chr16	30999850	31003250	enh-1023376	STX4	protein_coding	0.02008924	0.661654135
chr16	30999850	31003250	enh-1023376	PRSS53	protein_coding	0.02008924	0.661654135
chr16	30999850	31003250	enh-1023376	RP11-196G11.1	protein_coding	0.010107797	0.727819549
chr16	30999850	31003250	enh-1023376	ITGAX	protein_coding	0.028580744	0.62406015
chr16	30999850	31003250	enh-1023376	ITGAD	protein_coding	0.03029675	0.618045113
chr16	30999850	31003250	enh-1023376	ITGAM	protein_coding	0.024606291	0.640601504
chr16	31032100	31036750	enh-1023378	AC135048.1	protein_coding	0.008492874	0.741353383
chr16	31032100	31036750	enh-1023378	VKORC1	protein_coding	0.019534536	0.664661654
chr16	31032100	31036750	enh-1023378	BCKDK	protein_coding	0.033152498	0.607518797
chr16	31032100	31036750	enh-1023378	C16orf98	protein_coding	0.03029675	0.618045113
chr16	31032100	31036750	enh-1023378	HSD3B7	protein_coding	0.011287254	0.720300752
chr16	31032100	31036750	enh-1023378	STX1B	protein_coding	0.013463388	0.702255639
chr16	31032100	31036750	enh-1023378	STX4	protein_coding	0.005777604	0.769924812
chr16	31032100	31036750	enh-1023378	PRSS53	protein_coding	0.008831206	0.738345865
chr16	31032100	31036750	enh-1023378	RP11-196G11.1	protein_coding	0.011065088	0.721804511
chr16	31032100	31036750	enh-1023378	ITGAX	protein_coding	0.046246048	0.569924812
chr16	31032100	31036750	enh-1023378	ITGAD	protein_coding	0.022958796	0.648120301
chr16	31032100	31036750	enh-1023378	FUS	protein_coding	0.022263809	0.65112782
chr16	31032100	31036750	enh-1023378	ITGAM	protein_coding	0.034170251	0.604511278
chr16	31054500	31057900	enh-1023379	BCKDK	protein_coding	0.042725569	0.578947368
chr16	31054500	31057900	enh-1023379	ORAI3	protein_coding	0.033152498	0.607518797
chr16	31093100	31094550	enh-1023384	AC135048.1	protein_coding	0.034170251	0.604511278
chr16	31093100	31094550	enh-1023384	ZNF646	protein_coding	0.035494353	0.6
chr16	31093100	31094550	enh-1023384	VKORC1	protein_coding	0.046246048	0.569924812
chr16	31093100	31094550	enh-1023384	BCKDK	protein_coding	0.021675718	0.654135338
chr16	31093100	31094550	enh-1023384	PYCARD	protein_coding	0.018740059	0.669172932
chr16	31093100	31094550	enh-1023384	C16orf98	protein_coding	0.013900251	0.69924812
chr16	31093100	31094550	enh-1023384	ORAI3	protein_coding	0.026328521	0.633082707
chr16	31093100	31094550	enh-1023384	PRSS53	protein_coding	0.027189622	0.630075188
chr16	31093100	31094550	enh-1023384	RP11-196G11.1	protein_coding	0.033152498	0.607518797
chr16	31093100	31094550	enh-1023384	ITGAX	protein_coding	0.013182684	0.705263158
chr16	31093100	31094550	enh-1023384	ITGAD	protein_coding	0.021391354	0.655639098
chr16	31093100	31094550	enh-1023384	ITGAM	protein_coding	0.031518	0.613533835
chr16	31187600	31189200	enh-1023386	PYCARD	protein_coding	0.046904051	0.568421053
