enhancerID	ctrl_1	ctrl_2	ctrl_3	krab_1	krab_2	krab_3	genes	gene1	gene2	A498_baseMean	A498_log2FoldChange	A498_lfcSE	A498_stat	A498_pvalue	A498_padj	A498_enhancerID
chr17_29283249_29283268_enh-1025420_11	6.58523655987703	6.49253778992084	6.3590375631294	5.86674025951127	6.22232339878218	5.7268610920167	RNF135 (-13960), ADAP2 (+34561)	RNF135	ADAP2	79.4981421850006	-1.15850788423438	0.452672201209164	-2.55926447689921	0.0104893905863477	0.392647926960045	chr17_29283249_29283268_enh-1025420_11
chr17_36209055_36209074_enh-1025599_3	5.35475807542187	5.54648415325651	5.26240159489064	5.08226455670564	4.75453125013845	4.96943969871191	HNF1B (-103828), TBC1D3F (-74906)	HNF1B	TBC1D3F	38.9791389675222	-1.61763826704751	0.662706748039443	-2.44095638354845	0.0146484238400473	0.418241515217434	chr17_36209055_36209074_enh-1025599_3
chr17_36209104_36209123_enh-1025599_11	6.59571468902489	6.7495755090236	7.3924305105069	6.2064801567518	6.18543140974039	6.33700126009816	HNF1B (-103877), TBC1D3F (-74857)	HNF1B	TBC1D3F	107.730810749409	-1.3740286746607	0.426216701083412	-3.22377952616127	0.00126510760611156	0.179223577532471	chr17_36209104_36209123_enh-1025599_11
chr17_39060260_39060279_enh-1025726_5	6.52956292684184	6.04566972309749	6.01354662025012	5.6779048598962	5.94182896644151	5.68618116810762	KRT20 (-18791), KRT23 (+33402)	KRT20	KRT23	68.0370940523411	-1.08248322914958	0.493114936233689	-2.1951945674519	0.0281496438069936	0.523525614048081	chr17_39060260_39060279_enh-1025726_5
chr17_39061165_39061184_enh-1025726_1	6.49291402004995	6.90442042206409	6.29734923572139	5.97729317919922	5.89786400397482	5.62183808624179	KRT20 (-19696), KRT23 (+32497)	KRT20	KRT23	83.801062205639	-1.6354414656209	0.462792382301928	-3.53385562978851	0.000409544715066207	0.0966092960168642	chr17_39061165_39061184_enh-1025726_1
chr17_43058561_43058580_enh-1025938_1	6.75020703156861	6.5540145861452	6.26879715990132	5.97569959672437	6.02289913848685	6.02209419051864	C1QL1 (-13132), DCAKD (+53938)	C1QL1	DCAKD	82.2227438912741	-1.16649286354131	0.420937875640567	-2.77117582200505	0.00558542582109606	0.312942872510414	chr17_43058561_43058580_enh-1025938_1
chr17_43058698_43058717_enh-1025938_12	5.38025613444328	5.55147592253495	5.53362541612786	4.95889869281983	5.18468181942346	4.59704087383108	C1QL1 (-13269), DCAKD (+53801)	C1QL1	DCAKD	41.8924913557769	-1.87605764250099	0.854051864127281	-2.19665540384723	0.0280450661274585	0.523525614048081	chr17_43058698_43058717_enh-1025938_12
chr17_62263587_62263606_enh-1026497_2	7.51928914872363	7.35238229395653	7.22161130049953	6.23650971750799	6.98054821603388	6.92423602631006	ERN1 (-56112), TEX2 (+76990)	ERN1	TEX2	142.713051791725	-1.02295561486841	0.387786737509191	-2.63793347198771	0.00834129442166376	0.37114243229966	chr17_62263587_62263606_enh-1026497_2
chr17_62263685_62263704_enh-1026497_9	6.43707688245099	5.96998576814936	6.25395366143484	5.74809634601507	5.58059456153242	5.88810063885673	ERN1 (-56210), TEX2 (+76892)	ERN1	TEX2	67.8329988125014	-1.18810154083813	0.482585713292874	-2.46194926230045	0.0138184213395491	0.415667968691542	chr17_62263685_62263704_enh-1026497_9
chr18_12553105_12553124_enh-1027575_4	5.66218771269367	6.23239119408322	6.32941180699463	5.69530321620121	5.615801027334	5.5648865786001	SPIRE1 (+105018), SLMO1 (+145220)	SPIRE1	SLMO1	63.085132408351	-1.23137740094365	0.522144380174853	-2.35830825284626	0.0183584413703524	0.452573448264776	chr18_12553105_12553124_enh-1027575_4
chr18_12556649_12556668_enh-1027575_3	5.77477477485143	6.12189437785652	6.11164132373939	5.39623157645443	5.87614027441816	5.30847558532962	SPIRE1 (+101474), SLMO1 (+148764)	SPIRE1	SLMO1	59.553653809101	-1.18613442659767	0.567802681946317	-2.08899053194295	0.0367085754689739	0.555132751724053	chr18_12556649_12556668_enh-1027575_3
chr18_3340549_3340568_enh-1027313_7	6.93721600938638	6.35717425230826	6.399570634769	6.16923678070286	6.18295866694643	5.61912314832325	TGIF1 (-111116), MYL12B (+78144)	TGIF1	MYL12B	86.440555176961	-1.21363985090771	0.495113333380809	-2.45123645251189	0.0142366398174292	0.417722612144066	chr18_3340549_3340568_enh-1027313_7
chr18_56457011_56457030_enh-1028493_3	6.27219272639473	6.7707065259288	6.73756813030465	6.12388638140532	6.25012312407908	5.6466560399176	ZNF532 (-72811), MALT1 (+118403)	ZNF532	MALT1	87.0764496561447	-1.21462235921224	0.481124585328751	-2.52454851872159	0.0115847012243985	0.394777845320663	chr18_56457011_56457030_enh-1028493_3
chr18_56460789_56460808_enh-1028493_6	6.80081048079372	6.46878121803683	6.27351680300954	5.89777750412433	5.88621032108049	6.31925899599671	ZNF532 (-69033), MALT1 (+122181)	ZNF532	MALT1	83.3987431974377	-1.02902028915876	0.464490018524982	-2.21537653796411	0.0267342303523348	0.514039608568684	chr18_56460789_56460808_enh-1028493_6
chr18_56460912_56460931_enh-1028493_4	5.83167923973159	5.48481562143315	5.83519962621648	5.21172347678017	5.16116457861792	5.42630641974142	ZNF532 (-68910), MALT1 (+122304)	ZNF532	MALT1	48.6300296103573	-1.37953815333769	0.56806033981508	-2.42850636921206	0.0151611588128415	0.420777792756966	chr18_56460912_56460931_enh-1028493_4
chr19_4691045_4691064_enh-1029004_9	6.88467835727215	5.72047418053496	6.42060497145522	6.03792802852678	5.39302467103942	5.94910479529444	C19orf10 (-20673), DPP9 (+32820)	C19orf10	DPP9	79.9513813000219	-1.32640038693276	0.598061732287015	-2.21783189815631	0.0265662963182744	0.513919428423176	chr19_4691045_4691064_enh-1029004_9
chr19_4691062_4691081_enh-1029004_25	5.34667305913563	5.39398046496007	5.40304401901256	5.0199232163726	5.06607294755579	4.91851707594458	C19orf10 (-20690), DPP9 (+32803)	C19orf10	DPP9	38.4417850457692	-1.37893071827745	0.591585437440468	-2.33090713700371	0.0197582568723245	0.461213098392801	chr19_4691062_4691081_enh-1029004_25
chr19_4816320_4816339_enh-1029009_11	6.07165661450301	6.12059508364815	6.2906539396902	5.92471768391306	5.46104045845099	5.81443698651611	TICAM1 (+15386), FEM1A (+24602)	TICAM1	FEM1A	65.3022881497222	-1.01238074444659	0.498459728934528	-2.03101812579841	0.0422531559255674	0.586159056320925	chr19_4816320_4816339_enh-1029009_11
chr19_54352491_54352510_enh-1030169_11	6.09665496477909	6.85109125848762	6.25041184466134	6.21388897774221	5.82659899406418	5.74775646918689	NLRP12 (-24904), MYADM (-20159)	NLRP12	MYADM	79.5936405500283	-1.09633241024657	0.511550951118487	-2.14315388887359	0.0321007435033667	0.538364846691214	chr19_54352491_54352510_enh-1030169_11
chr19_55979382_55979401_enh-1030202_22	5.88813585916838	6.05341341932473	6.14044494056011	5.37929729122909	5.06333945215276	5.80353754692903	ZNF628 (-8307), ISOC2 (-6380)	ZNF628	ISOC2	59.5168034174546	-1.48311728648031	0.625737782703323	-2.37018976235209	0.0177789576287103	0.450252160642932	chr19_55979382_55979401_enh-1030202_22
chr19_6516506_6516525_enh-1029065_9	5.58905796054724	5.21443458281996	5.2463432342518	4.90057966366263	4.97622424866613	4.51756466466159	TNFSF9 (-14494), TUBB4A (-13921)	TNFSF9	TUBB4A	38.7690733441428	-2.00647764034268	0.870077134170328	-2.30609168031519	0.0211055100916022	0.472096936259522	chr19_6516506_6516525_enh-1029065_9
chr19_6536538_6536557_enh-1029066_8	5.7364807971065	5.89053420210931	5.59253987834932	5.24305321932028	5.22105417672829	5.18822515483652	TNFSF9 (+5538), CD70 (+54615)	TNFSF9	CD70	48.4733176803863	-1.63816515802779	0.53173995370843	-3.08076372031665	0.00206470421370204	0.21965960595368	chr19_6536538_6536557_enh-1029066_8
chr2_120041350_120041369_enh-1033023_2	5.98066726945466	6.23318363080309	5.91046023326644	5.35243687198328	5.33063968556602	5.96683772142036	DBI (-83469), STEAP3 (+59953)	DBI	STEAP3	61.1432992754265	-1.14883268065156	0.585480873187481	-1.9622036060667	0.0497387842784526	0.616210104868021	chr2_120041350_120041369_enh-1033023_2
chr2_120041541_120041560_enh-1033023_15	6.56857380741804	5.89006889173217	6.51101761591217	6.01433892286341	5.81573100447035	5.83765288514579	DBI (-83278), STEAP3 (+60144)	DBI	STEAP3	74.7319365591067	-1.07438426920348	0.488893665390429	-2.19758271636732	0.0279788560061096	0.523525614048081	chr2_120041541_120041560_enh-1033023_15
chr2_123066615_123066634_enh-1033166_14	6.40867420940371	6.18668749243803	6.17442674142873	5.69556821731462	5.78162188676122	5.81013717984564	TSN (+553516)	TSN	NA	68.2668996461571	-1.21198578640635	0.440260741749137	-2.75288180724717	0.00590732188697279	0.323532705227583	chr2_123066615_123066634_enh-1033166_14
chr2_123464766_123464785_enh-1033194_13	7.26388506642726	7.43217379695519	7.33647761243879	6.77572673886797	6.44279963359317	6.46091328661678	TSN (+951667)	TSN	NA	135.324716074361	-1.3395808511311	0.334427300953471	-4.00559657453765	6.18611523994076e-05	0.0363066049201285	chr2_123464766_123464785_enh-1033194_13
chr2_218517875_218517894_enh-1035202_1	6.39268835391337	6.67638737793216	7.44346485641347	6.29348983899543	6.25269929750489	6.59379703965969	TNP1 (-793098), TNS1 (+290966)	TNP1	TNS1	109.501991660971	-1.00604299131976	0.471769520770236	-2.13248831691636	0.0329667239196612	0.538490152435015	chr2_218517875_218517894_enh-1035202_1
chr2_218563575_218563594_enh-1035205_3	7.34001537756891	6.97592620437239	7.51317170183397	6.32472137393229	6.75825659389467	6.10270179835427	TNP1 (-838798), TNS1 (+245266)	TNP1	TNS1	131.103014288713	-1.5215094357106	0.402500312124635	-3.78014473499205	0.000156737218946753	0.0666133180523699	chr2_218563575_218563594_enh-1035205_3
chr2_235096985_235097004_enh-1035684_19	5.44248827395759	5.73466043676183	5.48368040255405	5.27431589415234	4.93347342130568	4.87886077636028	SPP2 (+137652), ARL4C (+308702)	SPP2	ARL4C	43.5512578523935	-1.70902743716338	0.646344922877194	-2.64414150505843	0.00818984100100376	0.367426255875381	chr2_235096985_235097004_enh-1035684_19
chr2_241519422_241519441_enh-1035963_4	6.50610298923805	6.07458063948349	6.16524814500676	5.60352956083395	5.64933450067671	5.94774860397094	CAPN10 (-6701), RNPEPL1 (+11328)	CAPN10	RNPEPL1	68.9231590999354	-1.24594723004566	0.486621076870876	-2.56040539398229	0.0104550125054873	0.392647926960045	chr2_241519422_241519441_enh-1035963_4
chr2_241564522_241564541_enh-1035968_16	6.59236948299652	6.51019046770435	6.72877295660244	5.73870142027845	5.6629331708138	5.86753489996414	GPR35 (+19670), AQP12B (+57785)	GPR35	AQP12B	83.1468283562173	-1.8869975507085	0.411968904867583	-4.58043684465706	4.64005720970462e-06	0.0114377410219219	chr2_241564522_241564541_enh-1035968_16
chr2_26224422_26224441_enh-1030811_13	6.03353218060397	5.960342406625	5.83627685966785	5.58062891708302	5.71677098505155	5.2376939813955	RAB10 (-32547), KIF3C (-19066)	RAB10	KIF3C	56.5151946917689	-1.12378257465034	0.544730180385962	-2.06300773321223	0.0391118934543897	0.569554404921052	chr2_26224422_26224441_enh-1030811_13
chr2_28391523_28391542_enh-1030900_2	4.51686573719864	4.01412147180845	3.94868681416838	3.74319714060067	3.82753564212625	3.88668226672354	RBKS (-277568), FOSL2 (-224192)	RBKS	FOSL2	19.0263757089555	-2.90350791286202	1.17271500319517	-2.47588536426254	0.0132906244415264	0.413595813440007	chr2_28391523_28391542_enh-1030900_2
chr2_65065391_65065410_enh-1031886_2	6.88397073954465	7.29926240832223	7.16286904094675	6.7766579307722	6.34322486711951	6.41339965692562	SERTAD2 (-184354), SLC1A4 (-151134)	SERTAD2	SLC1A4	120.778622027144	-1.0788368479233	0.37672267265248	-2.86374281730186	0.00418667787335306	0.283520905434486	chr2_65065391_65065410_enh-1031886_2
chr2_65802084_65802103_enh-1031923_2	7.2126472160705	6.41212586890116	7.01140227171685	6.47259195236431	6.2752450240221	6.18626930164059	MEIS1 (-860438), SPRED2 (-142783)	MEIS1	SPRED2	106.449077048794	-1.16082250030536	0.429190788795312	-2.70467710540493	0.00683708124966144	0.340578649196221	chr2_65802084_65802103_enh-1031923_2
chr2_65802568_65802587_enh-1031923_6	6.32828089491249	5.47833570439491	5.96912210370526	5.70640215550125	5.49765521620224	5.39473404032765	MEIS1 (-859954), SPRED2 (-143267)	MEIS1	SPRED2	59.0431924703082	-1.14980088496845	0.582742148871011	-1.97308687417934	0.0484856654605022	0.615392954463223	chr2_65802568_65802587_enh-1031923_6
chr2_70041954_70041973_enh-1032042_3	4.10767082429324	4.23685993974385	4.07177685804331	3.8856869710545	3.93512584712582	3.84424235338899	GMCL1 (-14810), ANXA4 (+72858)	GMCL1	ANXA4	17.1861953593281	-2.29057239029669	1.00246181648666	-2.28494726943764	0.0223159198636581	0.481687762381061	chr2_70041954_70041973_enh-1032042_3
chr2_85151590_85151609_enh-1032276_8	5.08096209073364	5.07940845514207	4.95216962118702	4.50729467675714	4.86406405030268	4.55808357370913	KCMF1 (-46616), TMSB10 (+18851)	KCMF1	TMSB10	31.1330564503122	-1.67498535800358	0.771864066725703	-2.17005225429003	0.0300028876106338	0.533525781986633	chr2_85151590_85151609_enh-1032276_8
chr2_85153852_85153871_enh-1032276_1	4.92502269716133	4.59064052325233	5.35348268046001	4.26457722255034	4.49930915133803	4.63750877166956	KCMF1 (-44354), TMSB10 (+21113)	KCMF1	TMSB10	31.889619952622	-2.27418610457267	0.970035358518755	-2.34443629770915	0.0190558654324038	0.452610182064601	chr2_85153852_85153871_enh-1032276_1
chr20_1518194_1518213_enh-1036063_33	6.70145613335175	6.60775978269449	6.09681890196136	5.96318534672655	6.31144432453558	5.67510033929545	SIRPB2 (-46162), SIRPD (+21285)	SIRPB2	SIRPD	82.140755771784	-1.0427653740746	0.502455806157646	-2.07533749495062	0.0379552667296867	0.561383642166466	chr20_1518194_1518213_enh-1036063_33
chr20_1617140_1617159_enh-1036066_2	7.35976962105362	6.99347598397532	7.09106455083701	6.53332684128313	6.64401934332016	6.60777910484203	SIRPB1 (-16495), SIRPG (+21275)	SIRPB1	SIRPG	123.511275198493	-1.00798423455494	0.340825664395298	-2.95747750200481	0.00310167382621625	0.254609467797003	chr20_1617140_1617159_enh-1036066_2
chr20_25299138_25299157_enh-1036842_4	6.1243739529208	6.23239975956241	6.49639213190821	5.86581898772386	5.43524355674931	5.63595948381866	PYGB (+70443), ABHD12 (+72471)	PYGB	ABHD12	69.3899895557957	-1.52727889229423	0.49274632961208	-3.09952363013357	0.00193832115389942	0.215223497493786	chr20_25299138_25299157_enh-1036842_4
chr20_25299141_25299160_enh-1036842_2	6.22332575540347	6.29571327237273	6.36273477314189	5.76754141145674	5.66481753791684	5.77020263390134	PYGB (+70446), ABHD12 (+72468)	PYGB	ABHD12	69.103612234439	-1.35549424826199	0.431416042689964	-3.14196532843383	0.00167817907063359	0.203075963392221	chr20_25299141_25299160_enh-1036842_2
chr20_34380927_34380946_enh-1037039_18	4.81648379159912	4.97175387635102	5.11634910131902	4.80281887486014	4.41149685019914	4.3085925169088	PHF20 (+21032), SCAND1 (+166457)	PHF20	SCAND1	30.3822324890697	-1.98087626242569	1.00985891589794	-1.96153762792135	0.0498163400566611	0.616210104868021	chr20_34380927_34380946_enh-1037039_18
chr20_34380934_34380953_enh-1037039_14	5.46375266199373	4.83139599214508	5.2010084491248	4.94947133538915	4.72857033745	4.59754250281425	PHF20 (+21039), SCAND1 (+166450)	PHF20	SCAND1	35.3405945853151	-1.64839743519348	0.761098739945091	-2.16581285538904	0.0303254905917116	0.534709115225815	chr20_34380934_34380953_enh-1037039_14
chr20_39620050_39620069_enh-1037204_6	5.2654583489484	5.19884493192882	5.0790786434637	4.55992748167322	4.52412023051028	4.47901076506584	MAFB (-302180), TOP1 (-37398)	MAFB	TOP1	33.886717957961	-3.06687300468874	0.689803439233082	-4.44601002293996	8.7479868425426e-06	0.0156377367044469	chr20_39620050_39620069_enh-1037204_6
chr20_4741848_4741867_enh-1036174_9	6.25041599978243	6.07290506238705	5.80621627512483	5.80504974744839	5.46401111715411	5.55535706586576	PRNT (-20544), RASSF2 (+62433)	PRNT	RASSF2	60.7165642542493	-1.13807332745739	0.514298163067346	-2.21286679437033	0.026906830592182	0.514373929879603	chr20_4741848_4741867_enh-1036174_9
chr20_4741931_4741950_enh-1036174_6	6.20684400119968	5.90544024918994	5.33106956547466	5.61534450414835	5.24951127493225	5.29013032532207	PRNT (-20627), RASSF2 (+62350)	PRNT	RASSF2	55.06413867487	-1.2965023380647	0.624448565318651	-2.07623559420479	0.0378721667498302	0.56102698941305	chr20_4741931_4741950_enh-1036174_6
chr20_48341440_48341459_enh-1037485_14	6.54608360624459	6.35943022641315	6.32135133049621	5.91900230380073	6.08241526420549	5.90700645162875	SLC9A8 (-87800), B4GALT5 (-11035)	SLC9A8	B4GALT5	76.2829994945138	-1.00165299673425	0.417727277093458	-2.39786351445311	0.016491008707967	0.438042418805372	chr20_48341440_48341459_enh-1037485_14
chr20_48391677_48391696_enh-1037489_8	5.96949826173447	5.97795109429934	5.97065514230921	5.25350942078699	5.46612527398176	5.13326591830042	B4GALT5 (-61272), SLC9A8 (-37563)	B4GALT5	SLC9A8	55.7402595647918	-1.93078202861245	0.524289514654034	-3.68266382341543	0.00023080944765938	0.0777683863019532	chr20_48391677_48391696_enh-1037489_8
chr20_48391784_48391803_enh-1037489_11	6.97274950289944	7.66565859814405	6.87077425578247	6.51436953826835	6.9094993625996	6.39786481742984	B4GALT5 (-61379), SLC9A8 (-37456)	B4GALT5	SLC9A8	130.974450132594	-1.04202422311185	0.419861750646362	-2.48182698592499	0.013071072326851	0.409926123227578	chr20_48391784_48391803_enh-1037489_11
chr20_48392749_48392768_enh-1037489_8	6.14214698607879	6.23042724825181	6.39050984732026	5.40350032283776	6.00382941611861	5.89637328129725	B4GALT5 (-62344), SLC9A8 (-36491)	B4GALT5	SLC9A8	69.5646502882221	-1.08818023867637	0.519387986744423	-2.09512015381255	0.0361603127991696	0.550897225277832	chr20_48392749_48392768_enh-1037489_8
chr20_61370726_61370745_enh-1037869_11	3.66574065247486	3.77003955403768	4.11462480473841	3.4737938578788	3.47735661417361	3.47268091711938	MRGBP (-57069), NTSR1 (+30547)	MRGBP	NTSR1	15.3640819817851	-7.39780019661628	1.66513841702703	-4.44275390019796	8.88147317899621e-06	0.0156377367044469	chr20_61370726_61370745_enh-1037869_11
chr20_61372027_61372046_enh-1037869_7	6.34893441035625	6.28280541323967	6.38761943363635	5.9123639272284	5.71663684571469	5.82736876366591	MRGBP (-55768), NTSR1 (+31848)	MRGBP	NTSR1	71.6189890055833	-1.22282725758948	0.426888887253571	-2.86450946394189	0.0041765567411005	0.283520905434486	chr20_61372027_61372046_enh-1037869_7
chr21_34580234_34580253_enh-1038198_3	7.45288232736436	7.04568382181548	7.0637257693154	6.76690857495634	6.53261138868358	6.48002073449782	IFNAR2 (-22035), OLIG1 (+137794)	IFNAR2	OLIG1	126.763068987758	-1.0670256449385	0.356800984430332	-2.9905344758006	0.00278489690598678	0.241717284269627	chr21_34580234_34580253_enh-1038198_3
chr21_46266387_46266406_enh-1038663_3	7.49547081067894	7.81602939292437	7.62513587997386	7.27385264571982	6.96442165504664	6.76199915116325	SUMO3 (-28353), PTTG1IP (+27355)	SUMO3	PTTG1IP	170.702669357301	-1.0002786281737	0.320622134245819	-3.11980528270949	0.00180970625430864	0.206966328418149	chr21_46266387_46266406_enh-1038663_3
chr21_46269450_46269469_enh-1038663_1	6.42967690479149	6.00959228159591	6.82904740351797	5.92082654969049	6.02958147204829	5.89717025404974	SUMO3 (-31416), PTTG1IP (+24292)	SUMO3	PTTG1IP	80.031154741715	-1.15172572492611	0.480524506154101	-2.39680954909874	0.0165385173913184	0.438169528915028	chr21_46269450_46269469_enh-1038663_1
chr3_126630822_126630841_enh-1042529_27	6.32386254798603	5.75986556761713	6.3994002045449	5.34839443829507	5.74675042479857	5.47642903966896	PLXNA1 (-76605), CHCHD6 (+207769)	PLXNA1	CHCHD6	65.7933910248244	-1.64494571730326	0.538794873157915	-3.0530092234585	0.00226558974628723	0.227019460349513	chr3_126630822_126630841_enh-1042529_27
chr3_126701233_126701252_enh-1042533_24	5.08824759749121	4.89025904046253	4.9441767971082	4.61156899765588	4.59441924091987	4.70625748745604	PLXNA1 (-6194), CHCHD6 (+278180)	PLXNA1	CHCHD6	29.5937363894899	-1.55221680371033	0.697278131222924	-2.22610854149114	0.0260069119554017	0.512037044489338	chr3_126701233_126701252_enh-1042533_24
chr3_141030188_141030207_enh-1042919_6	5.25831156931394	5.40736701800086	5.22006842256387	4.96031856887809	4.7684380882656	5.02774604275581	ZBTB38 (-76456), ACPL2 (+79528)	ZBTB38	ACPL2	36.5887523942523	-1.4037784334131	0.649785931799362	-2.16037061548226	0.0307439903290113	0.536977781544988	chr3_141030188_141030207_enh-1042919_6
chr3_141030191_141030210_enh-1042919_4	6.86831716166984	6.33879146412561	6.29431459699516	5.66497007199673	6.03487711114869	6.26652225538217	ZBTB38 (-76453), ACPL2 (+79531)	ZBTB38	ACPL2	83.49057137186	-1.10442217209844	0.496480630817584	-2.2245020319921	0.0261146859459342	0.512652751996431	chr3_141030191_141030210_enh-1042919_4
chr3_15398031_15398050_enh-1040218_12	7.08580930876749	7.64006629128849	7.38332163875464	6.8425784099585	6.89945984633107	6.42506209911006	EAF1 (-70821), SH3BP5 (-23905)	EAF1	SH3BP5	143.326337611499	-1.09620492595689	0.365147064133604	-3.00209157797253	0.00268131500621863	0.237749693896724	chr3_15398031_15398050_enh-1040218_12
chr3_172333055_172333074_enh-1043580_9	4.80620635487848	4.96422139869119	5.13656223387416	4.39595727209778	4.25864870994595	4.44510137060198	TNFSF10 (-91768), NCEH1 (+95943)	TNFSF10	NCEH1	30.0382940540679	-3.13644679301396	0.863356100500535	-3.63285415044335	0.000280303471607762	0.0777683863019532	chr3_172333055_172333074_enh-1043580_9
chr3_172337841_172337860_enh-1043580_7	6.73025585029834	7.18568912851969	7.29004750186412	6.71134374511036	6.64413915501348	6.01514440449492	TNFSF10 (-96554), NCEH1 (+91157)	TNFSF10	NCEH1	119.470349761619	-1.07081042207483	0.432644573861205	-2.47503490571536	0.013322315451171	0.413595813440007	chr3_172337841_172337860_enh-1043580_7
chr3_185618067_185618086_enh-1043865_3	6.19318525286222	6.29303084813194	6.33970465896804	5.66242175695263	5.62376850620494	5.8805660547062	IGF2BP2 (-75233), TRA2B (+37847)	IGF2BP2	TRA2B	68.5228478546375	-1.32678508063129	0.449810817789933	-2.94965133820085	0.00318132722440069	0.254609467797003	chr3_185618067_185618086_enh-1043865_3
chr3_185618077_185618096_enh-1043865_8	6.00516559843716	6.30392645147691	6.33890456014485	5.55817322581381	5.82807017423416	5.44097680646404	IGF2BP2 (-75243), TRA2B (+37837)	IGF2BP2	TRA2B	66.4671628252666	-1.50002811596406	0.492828730481496	-3.04371077250007	0.00233679682860283	0.231593863158534	chr3_185618077_185618096_enh-1043865_8
chr3_185618142_185618161_enh-1043865_14	8.12301754129992	7.91565013522259	8.02760096802624	7.50018608761443	7.00836324844118	7.0969616086631	IGF2BP2 (-75308), TRA2B (+37772)	IGF2BP2	TRA2B	212.53785923537	-1.18569848930386	0.287306304517329	-4.12694908068871	3.67607749597008e-05	0.0258481394631215	chr3_185618142_185618161_enh-1043865_14
chr3_190292393_190292412_enh-1044115_2	5.71017848917469	5.81557277067187	5.81976477953848	5.007360115437	4.83349175853861	5.29596000447635	IL1RAP (+60512), GMNC (+288001)	IL1RAP	GMNC	49.635805721611	-2.22308165711318	0.637488856058852	-3.48724787262469	0.000488018823724471	0.102882339705171	chr3_190292393_190292412_enh-1044115_2
chr3_193991072_193991091_enh-1044203_6	7.24221404231144	7.64555902115196	7.21723605077436	6.66309933889195	6.50924192738284	6.21693084837774	CPN2 (+80975), HES1 (+137148)	CPN2	HES1	137.346798097336	-1.56582829511214	0.363040604932653	-4.31309411078857	1.60985549723067e-05	0.019841469003368	chr3_193991072_193991091_enh-1044203_6
chr3_193999432_193999451_enh-1044203_1	4.84364737113422	4.54545361892076	4.72850524194443	4.34465669270324	4.49603550528165	4.33531229317514	CPN2 (+72615), HES1 (+145508)	CPN2	HES1	25.278617060584	-1.84105014980191	0.816135585469491	-2.25581408601712	0.0240822768022982	0.49801017045021	chr3_193999432_193999451_enh-1044203_1
chr3_193999669_193999688_enh-1044203_4	5.65891726443933	5.57239512252098	5.77174380666911	5.1924586763245	5.40445952464639	4.93006985582131	CPN2 (+72378), HES1 (+145745)	CPN2	HES1	46.8507536543676	-1.48432383705676	0.621420473254939	-2.38859822123661	0.0169127868094174	0.43997078372407	chr3_193999669_193999688_enh-1044203_4
chr3_194003901_194003920_enh-1044205_5	6.56458025650533	6.60027920079891	6.18485111088957	6.1711847971518	5.34549732116607	6.11066628680493	CPN2 (+68146), HES1 (+149977)	CPN2	HES1	80.0241542426284	-1.14041760596598	0.566195899276876	-2.01417496563024	0.0439911670694463	0.592309054052622	chr3_194003901_194003920_enh-1044205_5
chr3_194004947_194004966_enh-1044205_3	6.69045353574023	6.62620369972385	6.63819619755389	5.9472169710548	6.28982269936369	6.05572173844864	CPN2 (+67100), HES1 (+151023)	CPN2	HES1	88.1115337038779	-1.14517270112698	0.398898401871017	-2.87083802731622	0.00409385233485921	0.281881173335976	chr3_194004947_194004966_enh-1044205_3
chr3_194027885_194027904_enh-1044205_12	4.54433530594633	4.41408082378513	4.69727571760348	4.02978113896415	4.24039582694032	4.08966344836014	CPN2 (+44162), HES1 (+173961)	CPN2	HES1	22.9416625633444	-2.91563463243098	1.03454943870002	-2.81826515327742	0.0048283918223998	0.291715339269988	chr3_194027885_194027904_enh-1044205_12
chr3_194050180_194050199_enh-1044206_7	7.62182331393733	6.83072787275576	7.70657215970687	7.26149387742631	6.47905680803072	6.57167524378679	CPN2 (+21867), HES1 (+196256)	CPN2	HES1	152.267823555978	-1.009943053234	0.435856377107541	-2.31714644153253	0.0204957558967422	0.466070463888095	chr3_194050180_194050199_enh-1044206_7
chr3_194053599_194053618_enh-1044206_2	6.66192468146937	5.95337719648055	6.43756234361168	6.07490159930091	5.92557259295733	5.73719290258714	CPN2 (+18448), HES1 (+199675)	CPN2	HES1	76.1627456467153	-1.05597408923697	0.490572183928378	-2.15253559788286	0.0313551946970231	0.538364846691214	chr3_194053599_194053618_enh-1044206_2
chr3_59560391_59560410_enh-1041266_8	7.4208724557995	7.43657467106979	7.3146189518186	6.38527361950078	6.64133569390591	6.54215201313844	FAM3D (-907826)	FAM3D	NA	137.70632373187	-1.491804613027	0.319774427625227	-4.66517796343422	3.08350055887966e-06	0.00950103609704796	chr3_59560391_59560410_enh-1041266_8
chr4_25916137_25916156_enh-1044889_3	7.19604715610931	6.76263286404971	6.77809995494989	5.92191151488225	6.7710733612567	6.21005046690714	SMIM20 (+321)	SMIM20	NA	108.084066797968	-1.07096134944431	0.463765289399345	-2.30927448414992	0.0209283546292594	0.470697027017558	chr4_25916137_25916156_enh-1044889_3
chr5_1168562_1168581_enh-1047483_18	6.24696234712751	6.34784731905104	6.43752189944169	6.01483789371761	5.52798770264444	5.95829743062722	SLC12A7 (-56422), SLC6A19 (-33138)	SLC12A7	SLC6A19	72.8559112141838	-1.13200398438476	0.479537924358968	-2.36061409720198	0.0182447049869732	0.452446657876147	chr5_1168562_1168581_enh-1047483_18
